方案,架次编号,航段序号,起点,起点经度_度,起点纬度_度,起点作业海拔_m,终点,终点经度_度,终点纬度_度,终点作业海拔_m,水平距离_m,航段DEM最高海拔_m,计划巡航海拔_m,起点爬升_m,终点下降_m,航段载重_kg,航段能耗_kWh,航段飞行时间_s,起飞时刻_s,到达时刻_s
能耗优先,T13,1,O01,109.2308517,23.0085095,128.7255401611328,S011,109.2203356,23.0319231,208.04286193847656,2808.074,245.36175537109375,295.36175537109375,167.66175537109376,83.26175537109376,70.0,1.633669,295.901,4207.981,4503.882
能耗优先,T13,2,S011,109.2203356,23.0319231,208.04286193847656,S008,109.2127472,23.0795113,278.2891845703125,5327.212,362.91650390625,412.91650390625,200.81650390625,142.01650390625002,45.0,2.208271,506.482,4791.882,5298.364
能耗优先,T13,3,S008,109.2127472,23.0795113,278.2891845703125,O01,109.2308517,23.0085095,128.7255401611328,8079.033,322.9093322753906,372.9093322753906,102.00933227539065,245.20933227539064,0.0,2.512843,702.011,5658.364,6360.375
能耗优先,T14,1,O01,109.2308517,23.0085095,128.7255401611328,S003,109.1688578,23.0402714,338.51068115234375,7263.179,511.80413818359375,561.8041381835938,434.10413818359376,223.30413818359375,25.0,1.687386,718.235,5484.317,6202.552
能耗优先,T14,2,S003,109.1688578,23.0402714,338.51068115234375,O01,109.2308517,23.0085095,128.7255401611328,7263.179,511.80413818359375,561.8041381835938,223.30413818359375,434.10413818359376,0.0,1.092531,732.288,6442.552,7174.84
能耗优先,T15,1,O01,109.2308517,23.0085095,128.7255401611328,S009,109.2541424,23.0552989,219.4370880126953,5705.145,243.22891235351562,293.2289123535156,165.52891235351564,63.228912353515625,22.0,1.169654,460.811,6011.876,6472.687
能耗优先,T15,2,S009,109.2541424,23.0552989,219.4370880126953,O01,109.2308517,23.0085095,128.7255401611328,5705.145,243.22891235351562,293.2289123535156,63.228912353515625,165.52891235351564,0.0,0.830575,467.631,6682.687,7150.318
能耗优先,T16,1,O01,109.2308517,23.0085095,128.7255401611328,S003,109.1688578,23.0402714,338.51068115234375,7263.179,511.80413818359375,561.8041381835938,434.10413818359376,223.30413818359375,62.0,3.749317,769.506,5985.913,6755.419
能耗优先,T16,2,S003,109.1688578,23.0402714,338.51068115234375,S007,109.1928191,23.0294186,344.2220458984375,2734.262,360.6993408203125,410.6993408203125,72.1993408203125,62.1993408203125,6.0,0.87146,242.264,7115.419,7357.682
能耗优先,T16,3,S007,109.1928191,23.0294186,344.2220458984375,O01,109.2308517,23.0085095,128.7255401611328,4534.461,461.9731750488281,511.9731750488281,163.47317504882812,384.27317504882814,0.0,1.438466,559.823,7573.682,8133.506
能耗优先,T17,1,O01,109.2308517,23.0085095,128.7255401611328,S005,109.2283003,23.0561338,199.03955078125,5280.607,276.410888671875,326.410888671875,198.710888671875,131.410888671875,59.0,2.562626,497.23,6840.375,7337.605
能耗优先,T17,2,S005,109.2283003,23.0561338,199.03955078125,O01,109.2308517,23.0085095,128.7255401611328,5280.607,276.410888671875,326.410888671875,131.410888671875,198.710888671875,0.0,1.659567,503.96,7733.605,8237.565
能耗优先,T18,1,O01,109.2308517,23.0085095,128.7255401611328,S007,109.1928191,23.0294186,344.2220458984375,4534.461,461.9731750488281,511.9731750488281,384.27317504882814,163.47317504882812,22.0,1.11141,571.352,360.0,931.352
能耗优先,T18,2,S007,109.1928191,23.0294186,344.2220458984375,O01,109.2308517,23.0085095,128.7255401611328,4534.461,461.9731750488281,511.9731750488281,163.47317504882812,384.27317504882814,0.0,0.859512,586.072,1141.352,1727.424
架次优先,T01,1,O01,109.2308517,23.0085095,128.7255401611328,S007,109.1928191,23.0294186,344.2220458984375,4534.461,461.9731750488281,511.9731750488281,384.27317504882814,163.47317504882812,22.0,1.11141,571.352,360.0,931.352
架次优先,T01,2,S007,109.1928191,23.0294186,344.2220458984375,O01,109.2308517,23.0085095,128.7255401611328,4534.461,461.9731750488281,511.9731750488281,163.47317504882812,384.27317504882814,0.0,0.859512,586.072,1141.352,1727.424
架次优先,T02,1,O01,109.2308517,23.0085095,128.7255401611328,S006,109.1997836,23.007714,305.1272277832031,3186.208,316.09783935546875,366.09783935546875,238.39783935546876,51.29783935546874,59.0,1.604045,333.422,480.0,813.422
架次优先,T02,2,S006,109.1997836,23.007714,305.1272277832031,O01,109.2308517,23.0085095,128.7255401611328,3186.208,316.09783935546875,366.09783935546875,51.29783935546874,238.39783935546876,0.0,0.993943,352.132,1209.422,1561.554
架次优先,T03,1,O01,109.2308517,23.0085095,128.7255401611328,S014,109.2835966,23.0052097,350.9825134277344,5419.602,541.9473876953125,591.9473876953125,464.2473876953125,240.9473876953125,25.0,1.306885,612.435,390.0,1002.435
架次优先,T03,2,S014,109.2835966,23.0052097,350.9825134277344,O01,109.2308517,23.0085095,128.7255401611328,5419.602,541.9473876953125,591.9473876953125,240.9473876953125,464.2473876953125,0.0,0.833504,627.322,1242.435,1869.756
架次优先,T04,1,O01,109.2308517,23.0085095,128.7255401611328,S001,109.2432319,23.0335927,183.96136474609375,3053.979,223.05661010742188,273.0566101074219,145.3566101074219,89.05661010742188,75.0,1.917831,306.27,510.0,816.27
架次优先,T04,2,S001,109.2432319,23.0335927,183.96136474609375,O01,109.2308517,23.0085095,128.7255401611328,3053.979,223.05661010742188,273.0566101074219,89.05661010742188,145.3566101074219,0.0,0.963246,311.9,1248.27,1560.169
架次优先,T05,1,O01,109.2308517,23.0085095,128.7255401611328,S002,109.2585519,23.0703271,218.7942352294922,7411.31,258.9542541503906,308.9542541503906,181.25425415039064,89.45425415039062,65.0,3.857802,611.316,2040.169,2651.485
架次优先,T05,2,S002,109.2585519,23.0703271,218.7942352294922,O01,109.2308517,23.0085095,128.7255401611328,7411.31,258.9542541503906,308.9542541503906,89.45425415039062,181.25425415039064,0.0,2.304069,620.496,3047.485,3667.981
架次优先,T06,1,O01,109.2308517,23.0085095,128.7255401611328,S001,109.2432319,23.0335927,183.96136474609375,3053.979,223.05661010742188,273.0566101074219,145.3566101074219,89.05661010742188,79.0,2.074451,306.27,2101.554,2407.823
架次优先,T06,2,S001,109.2432319,23.0335927,183.96136474609375,O01,109.2308517,23.0085095,128.7255401611328,3053.979,223.05661010742188,273.0566101074219,89.05661010742188,145.3566101074219,0.0,0.963246,311.9,2875.823,3187.723
架次优先,T07,1,O01,109.2308517,23.0085095,128.7255401611328,S004,109.2381714,23.0778414,225.11575317382812,7714.696,348.2391662597656,398.2391662597656,270.53916625976564,169.9391662597656,59.0,3.734222,707.498,3667.723,4375.221
架次优先,T07,2,S004,109.2381714,23.0778414,225.11575317382812,O01,109.2308517,23.0085095,128.7255401611328,7714.696,348.2391662597656,398.2391662597656,169.9391662597656,270.53916625976564,0.0,2.418711,717.558,4771.221,5488.78
架次优先,T08,1,O01,109.2308517,23.0085095,128.7255401611328,S010,109.2760168,23.0194009,351.5816650390625,4784.495,385.63653564453125,435.63653564453125,307.93653564453126,84.03653564453123,25.0,1.119023,455.226,390.0,845.226
架次优先,T08,2,S010,109.2760168,23.0194009,351.5816650390625,O01,109.2308517,23.0085095,128.7255401611328,4784.495,385.63653564453125,435.63653564453125,84.03653564453123,307.93653564453126,0.0,0.704173,470.153,1085.226,1555.38
架次优先,T09,1,O01,109.2308517,23.0085095,128.7255401611328,S012,109.2831357,23.054464,283.31507873535156,7390.492,363.3009948730469,413.3009948730469,285.6009948730469,133.50099487304686,25.0,1.663788,641.3,1945.38,2586.68
架次优先,T09,2,S012,109.2831357,23.054464,283.31507873535156,O01,109.2308517,23.0085095,128.7255401611328,7390.492,363.3009948730469,413.3009948730469,133.50099487304686,285.6009948730469,0.0,1.088627,651.44,2826.68,3478.12
架次优先,T10,1,O01,109.2308517,23.0085095,128.7255401611328,S013,109.2713839,23.0310882,351.70806884765625,4849.242,349.18182373046875,399.18182373046875,271.48182373046876,47.48182373046876,25.0,1.12033,432.769,2259.756,2692.526
架次优先,T10,2,S013,109.2713839,23.0310882,351.70806884765625,O01,109.2308517,23.0085095,128.7255401611328,4849.242,349.18182373046875,399.18182373046875,47.48182373046876,271.48182373046876,0.0,0.70443,447.703,2932.526,3380.229
架次优先,T11,1,O01,109.2308517,23.0085095,128.7255401611328,S003,109.1688578,23.0402714,338.51068115234375,7263.179,511.80413818359375,561.8041381835938,434.10413818359376,223.30413818359375,25.0,1.687386,718.235,3770.229,4488.464
架次优先,T11,2,S003,109.1688578,23.0402714,338.51068115234375,O01,109.2308517,23.0085095,128.7255401611328,7263.179,511.80413818359375,561.8041381835938,223.30413818359375,434.10413818359376,0.0,1.092531,732.288,4728.464,5460.752
架次优先,T12,1,O01,109.2308517,23.0085095,128.7255401611328,S011,109.2203356,23.0319231,208.04286193847656,2808.074,245.36175537109375,295.36175537109375,167.66175537109376,83.26175537109376,70.0,1.633669,295.901,4207.981,4503.882
架次优先,T12,2,S011,109.2203356,23.0319231,208.04286193847656,S008,109.2127472,23.0795113,278.2891845703125,5327.212,362.91650390625,412.91650390625,200.81650390625,142.01650390625002,45.0,2.208271,506.482,4791.882,5298.364
架次优先,T12,3,S008,109.2127472,23.0795113,278.2891845703125,O01,109.2308517,23.0085095,128.7255401611328,8079.033,322.9093322753906,372.9093322753906,102.00933227539065,245.20933227539064,0.0,2.512843,702.011,5658.364,6360.375
架次优先,T13,1,O01,109.2308517,23.0085095,128.7255401611328,S003,109.1688578,23.0402714,338.51068115234375,7263.179,511.80413818359375,561.8041381835938,434.10413818359376,223.30413818359375,62.0,3.749317,769.506,5968.78,6738.285
架次优先,T13,2,S003,109.1688578,23.0402714,338.51068115234375,S007,109.1928191,23.0294186,344.2220458984375,2734.262,360.6993408203125,410.6993408203125,72.1993408203125,62.1993408203125,6.0,0.87146,242.264,7098.285,7340.549
架次优先,T13,3,S007,109.1928191,23.0294186,344.2220458984375,O01,109.2308517,23.0085095,128.7255401611328,4534.461,461.9731750488281,511.9731750488281,163.47317504882812,384.27317504882814,0.0,1.438466,559.823,7556.549,8116.372
架次优先,T14,1,O01,109.2308517,23.0085095,128.7255401611328,S007,109.1928191,23.0294186,344.2220458984375,4534.461,461.9731750488281,511.9731750488281,384.27317504882814,163.47317504882812,20.0,1.083409,571.352,390.0,961.352
架次优先,T14,2,S007,109.1928191,23.0294186,344.2220458984375,S005,109.2283003,23.0561338,199.03955078125,4687.969,467.1478271484375,517.1478271484375,168.6478271484375,322.1478271484375,3.0,0.897504,575.739,1171.352,1747.091
架次优先,T14,3,S005,109.2283003,23.0561338,199.03955078125,O01,109.2308517,23.0085095,128.7255401611328,5280.607,276.410888671875,326.410888671875,131.410888671875,198.710888671875,0.0,0.985324,563.339,1927.091,2490.43
架次优先,T15,1,O01,109.2308517,23.0085095,128.7255401611328,S002,109.2585519,23.0703271,218.7942352294922,7411.31,258.9542541503906,308.9542541503906,181.25425415039064,89.45425415039062,16.0,1.32647,590.287,3838.12,4428.407
架次优先,T15,2,S002,109.2585519,23.0703271,218.7942352294922,O01,109.2308517,23.0085095,128.7255401611328,7411.31,258.9542541503906,308.9542541503906,89.45425415039062,181.25425415039064,0.0,1.080765,596.407,4638.407,5234.814
架次优先,T16,1,O01,109.2308517,23.0085095,128.7255401611328,S005,109.2283003,23.0561338,199.03955078125,5280.607,276.410888671875,326.410888671875,198.710888671875,131.410888671875,56.0,2.467894,497.23,6810.375,7307.605
架次优先,T16,2,S005,109.2283003,23.0561338,199.03955078125,O01,109.2308517,23.0085095,128.7255401611328,5280.607,276.410888671875,326.410888671875,131.410888671875,198.710888671875,0.0,1.659567,503.96,7667.605,8171.565
架次优先,T17,1,O01,109.2308517,23.0085095,128.7255401611328,S015,109.1923786,23.0494548,466.229248046875,6009.383,521.7992553710938,571.7992553710938,444.09925537109376,97.29925537109375,25.0,1.425033,587.578,5624.814,6212.393
架次优先,T17,2,S015,109.1923786,23.0494548,466.229248046875,O01,109.2308517,23.0085095,128.7255401611328,6009.383,521.7992553710938,571.7992553710938,97.29925537109375,444.09925537109376,0.0,0.88242,610.698,6452.393,7063.091
架次优先,T18,1,O01,109.2308517,23.0085095,128.7255401611328,S009,109.2541424,23.0552989,219.4370880126953,5705.145,243.22891235351562,293.2289123535156,165.52891235351564,63.228912353515625,25.0,1.265658,460.811,5850.752,6311.563
架次优先,T18,2,S009,109.2541424,23.0552989,219.4370880126953,O01,109.2308517,23.0085095,128.7255401611328,5705.145,243.22891235351562,293.2289123535156,63.228912353515625,165.52891235351564,0.0,0.830575,467.631,6551.563,7019.194
