服务区,子集掩码,货箱编号列表,机型,箱数,质量_kg,体积_m3,能耗_kwh,作业时间_s,返航SOC
S001,1880,"S001-WAT-02,S001-WAT-03,S001-WAT-05,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,78.0,0.163,2.9952053155760057,1493.280847221722,0.6255993355529993
S001,1888,"S001-WAT-04,S001-WAT-05,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,5,64.0,0.136,2.56506879444264,1427.280847221722,0.67936640069467
S001,1889,"S001-MED-01,S001-WAT-04,S001-WAT-05,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,67.0,0.14800000000000002,2.638041320685316,1493.280847221722,0.6702448349143355
S001,1890,"S001-MED-02,S001-WAT-04,S001-WAT-05,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,67.0,0.14800000000000002,2.638041320685316,1493.280847221722,0.6702448349143355
S001,1891,"S001-MED-01,S001-MED-02,S001-WAT-04,S001-WAT-05,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,7,70.0,0.16000000000000003,2.71985961711914,1559.280847221722,0.6600175478601076
S001,1892,"S001-WAT-01,S001-WAT-04,S001-WAT-05,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,78.0,0.163,2.9952053155760057,1493.280847221722,0.6255993355529993
S001,1896,"S001-WAT-02,S001-WAT-04,S001-WAT-05,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,78.0,0.163,2.9952053155760057,1493.280847221722,0.6255993355529993
S001,1904,"S001-WAT-03,S001-WAT-04,S001-WAT-05,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,78.0,0.163,2.9952053155760057,1493.280847221722,0.6255993355529993
S001,1920,"S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,4,50.0,0.109,2.3090771151216405,1361.280847221722,0.7113653606097949
S001,1921,"S001-MED-01,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,5,53.0,0.121,2.3545589864871914,1427.280847221722,0.7056801266891011
S001,1922,"S001-MED-02,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,5,53.0,0.121,2.3545589864871914,1427.280847221722,0.7056801266891011
S001,1923,"S001-MED-01,S001-MED-02,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,56.0,0.133,2.404547633656105,1493.280847221722,0.6994315457929869
S001,1924,"S001-WAT-01,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,5,64.0,0.136,2.56506879444264,1427.280847221722,0.67936640069467
S001,1925,"S001-MED-01,S001-WAT-01,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,67.0,0.14800000000000002,2.638041320685316,1493.280847221722,0.6702448349143355
S001,1926,"S001-MED-02,S001-WAT-01,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,67.0,0.14800000000000002,2.638041320685316,1493.280847221722,0.6702448349143355
S001,1927,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,7,70.0,0.16000000000000003,2.71985961711914,1559.280847221722,0.6600175478601076
S001,1928,"S001-WAT-02,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,5,64.0,0.136,2.56506879444264,1427.280847221722,0.67936640069467
S001,1929,"S001-MED-01,S001-WAT-02,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,67.0,0.14800000000000002,2.638041320685316,1493.280847221722,0.6702448349143355
S001,1930,"S001-MED-02,S001-WAT-02,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,67.0,0.14800000000000002,2.638041320685316,1493.280847221722,0.6702448349143355
S001,1931,"S001-MED-01,S001-MED-02,S001-WAT-02,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,7,70.0,0.16000000000000003,2.71985961711914,1559.280847221722,0.6600175478601076
S001,1932,"S001-WAT-01,S001-WAT-02,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,78.0,0.163,2.9952053155760057,1493.280847221722,0.6255993355529993
S001,1936,"S001-WAT-03,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,5,64.0,0.136,2.56506879444264,1427.280847221722,0.67936640069467
S001,1937,"S001-MED-01,S001-WAT-03,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,67.0,0.14800000000000002,2.638041320685316,1493.280847221722,0.6702448349143355
S001,1938,"S001-MED-02,S001-WAT-03,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,67.0,0.14800000000000002,2.638041320685316,1493.280847221722,0.6702448349143355
S001,1939,"S001-MED-01,S001-MED-02,S001-WAT-03,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,7,70.0,0.16000000000000003,2.71985961711914,1559.280847221722,0.6600175478601076
S001,1940,"S001-WAT-01,S001-WAT-03,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,78.0,0.163,2.9952053155760057,1493.280847221722,0.6255993355529993
S001,1944,"S001-WAT-02,S001-WAT-03,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,78.0,0.163,2.9952053155760057,1493.280847221722,0.6255993355529993
S001,1952,"S001-WAT-04,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,5,64.0,0.136,2.56506879444264,1427.280847221722,0.67936640069467
S001,1953,"S001-MED-01,S001-WAT-04,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,67.0,0.14800000000000002,2.638041320685316,1493.280847221722,0.6702448349143355
S001,1954,"S001-MED-02,S001-WAT-04,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,67.0,0.14800000000000002,2.638041320685316,1493.280847221722,0.6702448349143355
S001,1955,"S001-MED-01,S001-MED-02,S001-WAT-04,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,7,70.0,0.16000000000000003,2.71985961711914,1559.280847221722,0.6600175478601076
S001,1956,"S001-WAT-01,S001-WAT-04,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,78.0,0.163,2.9952053155760057,1493.280847221722,0.6255993355529993
S001,1960,"S001-WAT-02,S001-WAT-04,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,78.0,0.163,2.9952053155760057,1493.280847221722,0.6255993355529993
S001,1968,"S001-WAT-03,S001-WAT-04,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,78.0,0.163,2.9952053155760057,1493.280847221722,0.6255993355529993
S001,1984,"S001-WAT-05,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,5,64.0,0.136,2.56506879444264,1427.280847221722,0.67936640069467
S001,1985,"S001-MED-01,S001-WAT-05,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,67.0,0.14800000000000002,2.638041320685316,1493.280847221722,0.6702448349143355
S001,1986,"S001-MED-02,S001-WAT-05,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,67.0,0.14800000000000002,2.638041320685316,1493.280847221722,0.6702448349143355
S001,1987,"S001-MED-01,S001-MED-02,S001-WAT-05,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,7,70.0,0.16000000000000003,2.71985961711914,1559.280847221722,0.6600175478601076
S001,1988,"S001-WAT-01,S001-WAT-05,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,78.0,0.163,2.9952053155760057,1493.280847221722,0.6255993355529993
S001,1992,"S001-WAT-02,S001-WAT-05,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,78.0,0.163,2.9952053155760057,1493.280847221722,0.6255993355529993
S001,2000,"S001-WAT-03,S001-WAT-05,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,78.0,0.163,2.9952053155760057,1493.280847221722,0.6255993355529993
S001,2016,"S001-WAT-04,S001-WAT-05,S001-WAT-06,S001-WAT-07,S001-WAT-08,S001-FOD-01",C,6,78.0,0.163,2.9952053155760057,1493.280847221722,0.6255993355529993
S001,2048,S001-FOD-02,A,1,8.0,0.028,1.1862935696115848,1190.1757521983359,0.7363792067529811
S001,2048,S001-FOD-02,B,1,8.0,0.028,0.9617227895864776,1088.376461337119,0.7595693026033806
S001,2048,S001-FOD-02,C,1,8.0,0.028,1.9617727778091387,1163.280847221722,0.7547784027738577
S001,2049,"S001-MED-01,S001-FOD-02",A,2,11.0,0.04,1.2013604432878437,1250.1757521983359,0.7330310126027013
S001,2049,"S001-MED-01,S001-FOD-02",B,2,11.0,0.04,0.9818786908520566,1148.376461337119,0.7545303272869859
S001,2049,"S001-MED-01,S001-FOD-02",C,2,11.0,0.04,1.9736603081113102,1229.280847221722,0.7532924614860862
S001,2050,"S001-MED-02,S001-FOD-02",A,2,11.0,0.04,1.2013604432878437,1250.1757521983359,0.7330310126027013
S001,2050,"S001-MED-02,S001-FOD-02",B,2,11.0,0.04,0.9818786908520566,1148.376461337119,0.7545303272869859
S001,2050,"S001-MED-02,S001-FOD-02",C,2,11.0,0.04,1.9736603081113102,1229.280847221722,0.7532924614860862
S001,2051,"S001-MED-01,S001-MED-02,S001-FOD-02",A,3,14.0,0.052000000000000005,1.2192098922071886,1310.1757521983359,0.7290644683984026
S001,2051,"S001-MED-01,S001-MED-02,S001-FOD-02",B,3,14.0,0.052000000000000005,1.0066776428693578,1208.376461337119,0.7483305892826606
S001,2051,"S001-MED-01,S001-MED-02,S001-FOD-02",C,3,14.0,0.052000000000000005,1.9873345829376692,1295.280847221722,0.7515831771327913
S001,2052,"S001-WAT-01,S001-FOD-02",A,2,22.0,0.055,1.281999150270833,1250.1757521983359,0.7151112999398148
S001,2052,"S001-WAT-01,S001-FOD-02",B,2,22.0,0.055,1.1026675216987123,1148.376461337119,0.724333119575322
S001,2052,"S001-WAT-01,S001-FOD-02",C,2,22.0,0.055,2.0322543787681626,1229.280847221722,0.7459682026539797
S001,2053,"S001-MED-01,S001-WAT-01,S001-FOD-02",B,3,25.0,0.067,1.1546914965786825,1208.376461337119,0.7113271258553293
S001,2053,"S001-MED-01,S001-WAT-01,S001-FOD-02",C,3,25.0,0.067,2.052351086066442,1295.280847221722,0.7434561142416948
S001,2054,"S001-MED-02,S001-WAT-01,S001-FOD-02",B,3,25.0,0.067,1.1546914965786825,1208.376461337119,0.7113271258553293
S001,2054,"S001-MED-02,S001-WAT-01,S001-FOD-02",C,3,25.0,0.067,2.052351086066442,1295.280847221722,0.7434561142416948
S001,2055,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-FOD-02",C,4,28.0,0.079,2.0743379147742087,1361.280847221722,0.740707760653224
S001,2056,"S001-WAT-02,S001-FOD-02",A,2,22.0,0.055,1.281999150270833,1250.1757521983359,0.7151112999398148
S001,2056,"S001-WAT-02,S001-FOD-02",B,2,22.0,0.055,1.1026675216987123,1148.376461337119,0.724333119575322
S001,2056,"S001-WAT-02,S001-FOD-02",C,2,22.0,0.055,2.0322543787681626,1229.280847221722,0.7459682026539797
S001,2057,"S001-MED-01,S001-WAT-02,S001-FOD-02",B,3,25.0,0.067,1.1546914965786825,1208.376461337119,0.7113271258553293
S001,2057,"S001-MED-01,S001-WAT-02,S001-FOD-02",C,3,25.0,0.067,2.052351086066442,1295.280847221722,0.7434561142416948
S001,2058,"S001-MED-02,S001-WAT-02,S001-FOD-02",B,3,25.0,0.067,1.1546914965786825,1208.376461337119,0.7113271258553293
S001,2058,"S001-MED-02,S001-WAT-02,S001-FOD-02",C,3,25.0,0.067,2.052351086066442,1295.280847221722,0.7434561142416948
S001,2059,"S001-MED-01,S001-MED-02,S001-WAT-02,S001-FOD-02",C,4,28.0,0.079,2.0743379147742087,1361.280847221722,0.740707760653224
S001,2060,"S001-WAT-01,S001-WAT-02,S001-FOD-02",C,3,36.0,0.082,2.1431773500376043,1295.280847221722,0.7321028312452995
S001,2061,"S001-MED-01,S001-WAT-01,S001-WAT-02,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
S001,2062,"S001-MED-02,S001-WAT-01,S001-WAT-02,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
S001,2063,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-02,S001-FOD-02",C,5,42.0,0.106,2.2061238300702657,1427.280847221722,0.7242345212412168
S001,2064,"S001-WAT-03,S001-FOD-02",A,2,22.0,0.055,1.281999150270833,1250.1757521983359,0.7151112999398148
S001,2064,"S001-WAT-03,S001-FOD-02",B,2,22.0,0.055,1.1026675216987123,1148.376461337119,0.724333119575322
S001,2064,"S001-WAT-03,S001-FOD-02",C,2,22.0,0.055,2.0322543787681626,1229.280847221722,0.7459682026539797
S001,2065,"S001-MED-01,S001-WAT-03,S001-FOD-02",B,3,25.0,0.067,1.1546914965786825,1208.376461337119,0.7113271258553293
S001,2065,"S001-MED-01,S001-WAT-03,S001-FOD-02",C,3,25.0,0.067,2.052351086066442,1295.280847221722,0.7434561142416948
S001,2066,"S001-MED-02,S001-WAT-03,S001-FOD-02",B,3,25.0,0.067,1.1546914965786825,1208.376461337119,0.7113271258553293
S001,2066,"S001-MED-02,S001-WAT-03,S001-FOD-02",C,3,25.0,0.067,2.052351086066442,1295.280847221722,0.7434561142416948
S001,2067,"S001-MED-01,S001-MED-02,S001-WAT-03,S001-FOD-02",C,4,28.0,0.079,2.0743379147742087,1361.280847221722,0.740707760653224
S001,2068,"S001-WAT-01,S001-WAT-03,S001-FOD-02",C,3,36.0,0.082,2.1431773500376043,1295.280847221722,0.7321028312452995
S001,2069,"S001-MED-01,S001-WAT-01,S001-WAT-03,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
S001,2070,"S001-MED-02,S001-WAT-01,S001-WAT-03,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
S001,2071,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-03,S001-FOD-02",C,5,42.0,0.106,2.2061238300702657,1427.280847221722,0.7242345212412168
S001,2072,"S001-WAT-02,S001-WAT-03,S001-FOD-02",C,3,36.0,0.082,2.1431773500376043,1295.280847221722,0.7321028312452995
S001,2073,"S001-MED-01,S001-WAT-02,S001-WAT-03,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
S001,2074,"S001-MED-02,S001-WAT-02,S001-WAT-03,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
S001,2075,"S001-MED-01,S001-MED-02,S001-WAT-02,S001-WAT-03,S001-FOD-02",C,5,42.0,0.106,2.2061238300702657,1427.280847221722,0.7242345212412168
S001,2076,"S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-FOD-02",C,4,50.0,0.109,2.3090771151216405,1361.280847221722,0.7113653606097949
S001,2077,"S001-MED-01,S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-FOD-02",C,5,53.0,0.121,2.3545589864871914,1427.280847221722,0.7056801266891011
S001,2078,"S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-FOD-02",C,5,53.0,0.121,2.3545589864871914,1427.280847221722,0.7056801266891011
S001,2079,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-FOD-02",C,6,56.0,0.133,2.404547633656105,1493.280847221722,0.6994315457929869
S001,2080,"S001-WAT-04,S001-FOD-02",A,2,22.0,0.055,1.281999150270833,1250.1757521983359,0.7151112999398148
S001,2080,"S001-WAT-04,S001-FOD-02",B,2,22.0,0.055,1.1026675216987123,1148.376461337119,0.724333119575322
S001,2080,"S001-WAT-04,S001-FOD-02",C,2,22.0,0.055,2.0322543787681626,1229.280847221722,0.7459682026539797
S001,2081,"S001-MED-01,S001-WAT-04,S001-FOD-02",B,3,25.0,0.067,1.1546914965786825,1208.376461337119,0.7113271258553293
S001,2081,"S001-MED-01,S001-WAT-04,S001-FOD-02",C,3,25.0,0.067,2.052351086066442,1295.280847221722,0.7434561142416948
S001,2082,"S001-MED-02,S001-WAT-04,S001-FOD-02",B,3,25.0,0.067,1.1546914965786825,1208.376461337119,0.7113271258553293
S001,2082,"S001-MED-02,S001-WAT-04,S001-FOD-02",C,3,25.0,0.067,2.052351086066442,1295.280847221722,0.7434561142416948
S001,2083,"S001-MED-01,S001-MED-02,S001-WAT-04,S001-FOD-02",C,4,28.0,0.079,2.0743379147742087,1361.280847221722,0.740707760653224
S001,2084,"S001-WAT-01,S001-WAT-04,S001-FOD-02",C,3,36.0,0.082,2.1431773500376043,1295.280847221722,0.7321028312452995
S001,2085,"S001-MED-01,S001-WAT-01,S001-WAT-04,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
S001,2086,"S001-MED-02,S001-WAT-01,S001-WAT-04,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
S001,2087,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-04,S001-FOD-02",C,5,42.0,0.106,2.2061238300702657,1427.280847221722,0.7242345212412168
S001,2088,"S001-WAT-02,S001-WAT-04,S001-FOD-02",C,3,36.0,0.082,2.1431773500376043,1295.280847221722,0.7321028312452995
S001,2089,"S001-MED-01,S001-WAT-02,S001-WAT-04,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
S001,2090,"S001-MED-02,S001-WAT-02,S001-WAT-04,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
S001,2091,"S001-MED-01,S001-MED-02,S001-WAT-02,S001-WAT-04,S001-FOD-02",C,5,42.0,0.106,2.2061238300702657,1427.280847221722,0.7242345212412168
S001,2092,"S001-WAT-01,S001-WAT-02,S001-WAT-04,S001-FOD-02",C,4,50.0,0.109,2.3090771151216405,1361.280847221722,0.7113653606097949
S001,2093,"S001-MED-01,S001-WAT-01,S001-WAT-02,S001-WAT-04,S001-FOD-02",C,5,53.0,0.121,2.3545589864871914,1427.280847221722,0.7056801266891011
S001,2094,"S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-04,S001-FOD-02",C,5,53.0,0.121,2.3545589864871914,1427.280847221722,0.7056801266891011
S001,2095,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-04,S001-FOD-02",C,6,56.0,0.133,2.404547633656105,1493.280847221722,0.6994315457929869
S001,2096,"S001-WAT-03,S001-WAT-04,S001-FOD-02",C,3,36.0,0.082,2.1431773500376043,1295.280847221722,0.7321028312452995
S001,2097,"S001-MED-01,S001-WAT-03,S001-WAT-04,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
S001,2098,"S001-MED-02,S001-WAT-03,S001-WAT-04,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
S001,2099,"S001-MED-01,S001-MED-02,S001-WAT-03,S001-WAT-04,S001-FOD-02",C,5,42.0,0.106,2.2061238300702657,1427.280847221722,0.7242345212412168
S001,2100,"S001-WAT-01,S001-WAT-03,S001-WAT-04,S001-FOD-02",C,4,50.0,0.109,2.3090771151216405,1361.280847221722,0.7113653606097949
S001,2101,"S001-MED-01,S001-WAT-01,S001-WAT-03,S001-WAT-04,S001-FOD-02",C,5,53.0,0.121,2.3545589864871914,1427.280847221722,0.7056801266891011
S001,2102,"S001-MED-02,S001-WAT-01,S001-WAT-03,S001-WAT-04,S001-FOD-02",C,5,53.0,0.121,2.3545589864871914,1427.280847221722,0.7056801266891011
S001,2103,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-03,S001-WAT-04,S001-FOD-02",C,6,56.0,0.133,2.404547633656105,1493.280847221722,0.6994315457929869
S001,2104,"S001-WAT-02,S001-WAT-03,S001-WAT-04,S001-FOD-02",C,4,50.0,0.109,2.3090771151216405,1361.280847221722,0.7113653606097949
S001,2105,"S001-MED-01,S001-WAT-02,S001-WAT-03,S001-WAT-04,S001-FOD-02",C,5,53.0,0.121,2.3545589864871914,1427.280847221722,0.7056801266891011
S001,2106,"S001-MED-02,S001-WAT-02,S001-WAT-03,S001-WAT-04,S001-FOD-02",C,5,53.0,0.121,2.3545589864871914,1427.280847221722,0.7056801266891011
S001,2107,"S001-MED-01,S001-MED-02,S001-WAT-02,S001-WAT-03,S001-WAT-04,S001-FOD-02",C,6,56.0,0.133,2.404547633656105,1493.280847221722,0.6994315457929869
S001,2108,"S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-WAT-04,S001-FOD-02",C,5,64.0,0.136,2.56506879444264,1427.280847221722,0.67936640069467
S001,2109,"S001-MED-01,S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-WAT-04,S001-FOD-02",C,6,67.0,0.14800000000000002,2.638041320685316,1493.280847221722,0.6702448349143355
S001,2110,"S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-WAT-04,S001-FOD-02",C,6,67.0,0.14800000000000002,2.638041320685316,1493.280847221722,0.6702448349143355
S001,2111,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-WAT-04,S001-FOD-02",C,7,70.0,0.16000000000000003,2.71985961711914,1559.280847221722,0.6600175478601076
S001,2112,"S001-WAT-05,S001-FOD-02",A,2,22.0,0.055,1.281999150270833,1250.1757521983359,0.7151112999398148
S001,2112,"S001-WAT-05,S001-FOD-02",B,2,22.0,0.055,1.1026675216987123,1148.376461337119,0.724333119575322
S001,2112,"S001-WAT-05,S001-FOD-02",C,2,22.0,0.055,2.0322543787681626,1229.280847221722,0.7459682026539797
S001,2113,"S001-MED-01,S001-WAT-05,S001-FOD-02",B,3,25.0,0.067,1.1546914965786825,1208.376461337119,0.7113271258553293
S001,2113,"S001-MED-01,S001-WAT-05,S001-FOD-02",C,3,25.0,0.067,2.052351086066442,1295.280847221722,0.7434561142416948
S001,2114,"S001-MED-02,S001-WAT-05,S001-FOD-02",B,3,25.0,0.067,1.1546914965786825,1208.376461337119,0.7113271258553293
S001,2114,"S001-MED-02,S001-WAT-05,S001-FOD-02",C,3,25.0,0.067,2.052351086066442,1295.280847221722,0.7434561142416948
S001,2115,"S001-MED-01,S001-MED-02,S001-WAT-05,S001-FOD-02",C,4,28.0,0.079,2.0743379147742087,1361.280847221722,0.740707760653224
S001,2116,"S001-WAT-01,S001-WAT-05,S001-FOD-02",C,3,36.0,0.082,2.1431773500376043,1295.280847221722,0.7321028312452995
S001,2117,"S001-MED-01,S001-WAT-01,S001-WAT-05,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
S001,2118,"S001-MED-02,S001-WAT-01,S001-WAT-05,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
S001,2119,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-05,S001-FOD-02",C,5,42.0,0.106,2.2061238300702657,1427.280847221722,0.7242345212412168
S001,2120,"S001-WAT-02,S001-WAT-05,S001-FOD-02",C,3,36.0,0.082,2.1431773500376043,1295.280847221722,0.7321028312452995
S001,2121,"S001-MED-01,S001-WAT-02,S001-WAT-05,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
S001,2122,"S001-MED-02,S001-WAT-02,S001-WAT-05,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
S001,2123,"S001-MED-01,S001-MED-02,S001-WAT-02,S001-WAT-05,S001-FOD-02",C,5,42.0,0.106,2.2061238300702657,1427.280847221722,0.7242345212412168
S001,2124,"S001-WAT-01,S001-WAT-02,S001-WAT-05,S001-FOD-02",C,4,50.0,0.109,2.3090771151216405,1361.280847221722,0.7113653606097949
S001,2125,"S001-MED-01,S001-WAT-01,S001-WAT-02,S001-WAT-05,S001-FOD-02",C,5,53.0,0.121,2.3545589864871914,1427.280847221722,0.7056801266891011
S001,2126,"S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-05,S001-FOD-02",C,5,53.0,0.121,2.3545589864871914,1427.280847221722,0.7056801266891011
S001,2127,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-05,S001-FOD-02",C,6,56.0,0.133,2.404547633656105,1493.280847221722,0.6994315457929869
S001,2128,"S001-WAT-03,S001-WAT-05,S001-FOD-02",C,3,36.0,0.082,2.1431773500376043,1295.280847221722,0.7321028312452995
S001,2129,"S001-MED-01,S001-WAT-03,S001-WAT-05,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
S001,2130,"S001-MED-02,S001-WAT-03,S001-WAT-05,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
S001,2131,"S001-MED-01,S001-MED-02,S001-WAT-03,S001-WAT-05,S001-FOD-02",C,5,42.0,0.106,2.2061238300702657,1427.280847221722,0.7242345212412168
S001,2132,"S001-WAT-01,S001-WAT-03,S001-WAT-05,S001-FOD-02",C,4,50.0,0.109,2.3090771151216405,1361.280847221722,0.7113653606097949
S001,2133,"S001-MED-01,S001-WAT-01,S001-WAT-03,S001-WAT-05,S001-FOD-02",C,5,53.0,0.121,2.3545589864871914,1427.280847221722,0.7056801266891011
S001,2134,"S001-MED-02,S001-WAT-01,S001-WAT-03,S001-WAT-05,S001-FOD-02",C,5,53.0,0.121,2.3545589864871914,1427.280847221722,0.7056801266891011
S001,2135,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-03,S001-WAT-05,S001-FOD-02",C,6,56.0,0.133,2.404547633656105,1493.280847221722,0.6994315457929869
S001,2136,"S001-WAT-02,S001-WAT-03,S001-WAT-05,S001-FOD-02",C,4,50.0,0.109,2.3090771151216405,1361.280847221722,0.7113653606097949
S001,2137,"S001-MED-01,S001-WAT-02,S001-WAT-03,S001-WAT-05,S001-FOD-02",C,5,53.0,0.121,2.3545589864871914,1427.280847221722,0.7056801266891011
S001,2138,"S001-MED-02,S001-WAT-02,S001-WAT-03,S001-WAT-05,S001-FOD-02",C,5,53.0,0.121,2.3545589864871914,1427.280847221722,0.7056801266891011
S001,2139,"S001-MED-01,S001-MED-02,S001-WAT-02,S001-WAT-03,S001-WAT-05,S001-FOD-02",C,6,56.0,0.133,2.404547633656105,1493.280847221722,0.6994315457929869
S001,2140,"S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-WAT-05,S001-FOD-02",C,5,64.0,0.136,2.56506879444264,1427.280847221722,0.67936640069467
S001,2141,"S001-MED-01,S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-WAT-05,S001-FOD-02",C,6,67.0,0.14800000000000002,2.638041320685316,1493.280847221722,0.6702448349143355
S001,2142,"S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-WAT-05,S001-FOD-02",C,6,67.0,0.14800000000000002,2.638041320685316,1493.280847221722,0.6702448349143355
S001,2143,"S001-MED-01,S001-MED-02,S001-WAT-01,S001-WAT-02,S001-WAT-03,S001-WAT-05,S001-FOD-02",C,7,70.0,0.16000000000000003,2.71985961711914,1559.280847221722,0.6600175478601076
S001,2144,"S001-WAT-04,S001-WAT-05,S001-FOD-02",C,3,36.0,0.082,2.1431773500376043,1295.280847221722,0.7321028312452995
S001,2145,"S001-MED-01,S001-WAT-04,S001-WAT-05,S001-FOD-02",C,4,39.0,0.094,2.173304451665944,1361.280847221722,0.728336943541757
